market_id,market_name,location,market_type,operating_days,region,established_year,market_size,contact_phone,certification
14,보령시 축산시장,세종특별자치시 성북구 양재천길 678-52,직거래장,평일만,경북,1981,대형,019-198-3688,True
40,안양시 만안구 축산시장,경상남도 정선군 언주거리 371 (춘자엄이리),직거래장,주3회,충북,1964,소형,070-5530-6771,True
31,수원시 장안구 축산시장,충청북도 당진시 백제고분9로 420-21 (정숙서김리),소매시장,주말만,전남,2005,대형,053-044-5773,False
46,괴산군 축산시장,충청남도 강릉시 선릉길 282-54 (영일김마을),직거래장,주3회,전북,1964,대형,019-345-7341,True
18,안성시 축산시장,전라남도 김포시 역삼3로 317-21 (정순김읍),직거래장,주3회,전남,2000,소형,044-801-6687,False
49,수원시 영통구 축산시장,광주광역시 광진구 영동대로 지하134 (건우최김마을),소매시장,주3회,제주,1966,중형,055-293-2599,True
27,수원시 축산시장,경상남도 아산시 압구정길 812-60 (영희장동),소매시장,주말만,경남,1976,대형,062-383-2925,True
26,단양군 축산시장,대구광역시 광진구 압구정0로 93-71,직거래장,매일,충남,2000,중형,064-774-5530,True
33,구리시 축산시장,인천광역시 은평구 학동길 51-12 (서영최면),소매시장,주3회,충남,1956,대형,031-962-2617,False
20,군포시 축산시장,충청북도 동해시 개포66가 170 (수빈최면),도매시장,매일,서울,1960,소형,055-107-8956,True
13,정선군 축산시장,부산광역시 송파구 도산대359거리 776 (상훈배마을),소매시장,평일만,충북,1977,대형,070-8453-9700,True
5,가평군 축산시장,광주광역시 서초구 봉은사로 621,도매시장,매일,강원,1973,대형,061-204-2782,True
38,평창군 축산시장,충청남도 김포시 서초중앙가 742 (영길장박동),도매시장,주3회,전남,1951,대형,011-386-5259,True
9,보은군 축산시장,경기도 논산시 봉은사70거리 154-37 (영진백리),직거래장,주말만,전북,1971,대형,018-241-5916,False
4,천안시 서북구 축산시장,세종특별자치시 동작구 역삼길 379 (서영최김동),직거래장,평일만,충북,1991,중형,044-777-2917,False
7,용인시 기흥구 축산시장,서울특별시 북구 논현길 205,소매시장,주3회,경북,1999,중형,043-180-6722,True
42,용인시 기흥구 축산시장,경상남도 용인시 수지구 압구정9가 262-78 (영희이박리),도매시장,매일,전북,1999,대형,051-089-7571,True
47,고양시 축산시장,충청북도 서산시 역삼65길 799,직거래장,주말만,전북,1950,대형,053-346-0631,True
48,괴산군 축산시장,광주광역시 노원구 테헤란189로 84,도매시장,평일만,서울,1955,중형,064-764-2358,True
16,청주시 서원구 축산시장,세종특별자치시 은평구 언주로 350 (성수윤마을),직거래장,매일,경기,1983,대형,051-367-9311,True
