assignment_id,q1,exp1,assigned_date,answer_provided
1,12,14,2024-08-21 14:46:10.997983,False
2,288,59,2024-06-19 06:55:58.862562,True
3,249,7,2025-01-14 06:18:58.905459,False
4,120,57,2024-06-23 19:10:10.537692,True
5,210,61,2025-03-08 09:24:56.974757,True
6,162,44,2025-03-08 21:23:31.527802,True
7,264,70,2024-12-31 14:30:02.456912,False
8,43,14,2025-02-02 17:56:28.860648,True
9,69,62,2024-09-08 06:46:32.955284,False
10,107,39,2024-08-20 16:20:31.656370,False
11,131,23,2025-05-04 18:07:30.836473,False
12,28,68,2025-04-01 15:17:13.927139,True
13,212,68,2024-10-21 23:34:36.609942,True
14,245,72,2025-01-02 00:25:53.179374,True
15,12,26,2024-09-27 01:49:56.424624,False
16,150,63,2025-05-14 15:41:30.595294,True
17,140,4,2025-04-21 14:30:06.440491,True
18,300,66,2024-07-26 09:44:27.541031,False
19,25,78,2024-07-10 14:14:14.642597,False
20,45,44,2024-06-07 16:34:39.006199,True
21,137,71,2024-07-22 21:53:14.738097,True
22,68,51,2024-06-16 13:35:40.943273,False
23,66,50,2024-08-10 01:49:09.888481,True
24,58,22,2025-01-06 00:51:22.404956,True
25,30,63,2024-12-21 02:15:06.976094,True
26,142,12,2025-01-10 14:42:52.413295,False
27,105,26,2025-03-15 20:38:35.850678,True
28,1,58,2024-07-31 00:37:32.486903,True
29,219,34,2024-11-12 08:47:23.987862,True
30,92,62,2024-10-04 11:34:26.270593,True
31,82,64,2024-12-07 07:19:57.046883,False
32,243,14,2024-11-12 10:06:07.636812,False
33,217,34,2024-06-12 10:38:13.129709,False
34,162,19,2024-08-03 12:26:54.336279,True
35,207,21,2024-07-11 02:58:51.442099,False
36,109,28,2025-03-14 23:23:37.527866,False
37,242,19,2025-01-22 00:31:37.988623,True
38,75,3,2024-08-28 00:23:46.370840,True
39,284,12,2024-12-28 20:41:53.121581,True
40,194,48,2024-10-14 18:39:40.270050,True
41,175,75,2024-06-04 22:54:58.561246,True
42,87,79,2024-07-06 16:15:25.213284,False
43,250,20,2025-01-07 23:37:37.500398,True
44,143,46,2024-12-03 23:50:00.492081,False
45,160,40,2025-02-14 12:49:46.691419,True
46,18,45,2024-09-07 22:18:20.514395,True
47,50,71,2025-04-09 23:37:22.786355,False
48,120,78,2024-12-23 15:00:28.844483,True
49,200,49,2024-06-07 04:39:05.940764,False
50,13,71,2024-09-11 00:04:11.032967,True
51,162,65,2024-11-22 18:45:51.693972,True
52,97,27,2025-04-06 22:20:47.194502,True
53,204,42,2024-11-30 07:27:18.382097,True
54,214,70,2025-03-25 12:00:05.655460,True
55,166,29,2024-11-23 21:33:25.171940,True
56,268,77,2024-06-29 21:37:33.385894,True
57,175,65,2024-09-16 06:09:48.930315,True
58,188,75,2025-02-22 01:48:18.508596,False
59,32,80,2024-12-16 02:45:23.117333,False
60,70,43,2024-08-03 21:20:53.508296,True
61,35,63,2024-07-28 16:18:09.741030,True
62,146,5,2025-05-29 19:50:35.660160,True
63,247,80,2024-11-18 05:07:21.683247,True
64,137,23,2025-05-09 13:06:03.192667,True
65,284,25,2024-11-17 15:44:33.371741,False
66,30,57,2024-08-25 16:48:06.502461,False
67,233,53,2024-12-30 05:59:35.281405,True
68,85,62,2025-02-21 11:40:42.904506,True
69,111,24,2024-11-21 09:38:07.405686,False
70,58,71,2025-02-28 21:57:19.715308,False
71,42,75,2024-11-27 23:28:24.560254,True
72,36,7,2024-07-22 16:25:34.161520,True
73,245,75,2025-03-05 14:11:12.245675,False
74,266,80,2025-04-18 08:28:29.282765,True
75,124,56,2024-12-14 20:45:39.035032,True
76,232,80,2024-08-01 12:50:25.313424,False
77,116,45,2025-05-23 21:39:54.132102,True
78,75,72,2025-02-12 18:47:19.917312,True
79,194,13,2025-03-05 09:21:47.550604,True
80,92,59,2025-02-14 12:39:28.427063,True
81,200,19,2025-05-22 16:26:36.404155,True
82,231,70,2025-05-24 06:14:32.534201,True
83,224,20,2025-03-11 08:31:58.923800,True
84,294,19,2024-11-14 00:08:06.360278,True
85,214,37,2025-05-04 08:28:05.441905,True
86,128,39,2024-10-18 14:35:47.402856,False
87,221,54,2025-06-01 04:23:01.115743,True
88,22,63,2025-05-05 19:06:03.891950,False
89,273,38,2024-10-15 21:34:17.864473,True
90,175,19,2025-01-07 13:30:09.178763,True
91,182,24,2024-10-14 08:27:07.130066,True
92,145,8,2024-09-19 18:16:39.930572,True
93,239,35,2025-04-08 09:14:43.082003,False
94,284,38,2024-06-02 04:48:05.232601,True
95,294,1,2025-02-01 03:28:13.345847,False
96,300,8,2025-02-26 12:08:45.691752,False
97,297,48,2024-07-26 07:16:52.503510,False
98,131,1,2025-01-20 09:25:31.087100,False
99,288,14,2024-10-12 02:39:18.335288,False
100,139,72,2024-08-16 18:33:29.480180,True
101,75,69,2025-01-15 02:57:24.298529,False
102,211,17,2024-10-09 19:02:54.519817,False
103,103,65,2024-12-07 21:25:02.703967,True
104,286,49,2024-07-23 01:09:13.158446,False
105,232,20,2024-12-07 17:30:12.955042,True
106,27,20,2024-08-14 20:50:17.880899,True
107,148,23,2024-09-03 00:53:29.376425,True
108,143,52,2024-10-13 18:14:10.279476,False
109,57,13,2024-06-24 04:50:11.622331,True
110,285,16,2024-11-02 16:59:42.002419,True
111,117,3,2025-04-01 08:42:46.826275,False
112,155,66,2024-09-05 00:36:16.622833,True
113,156,30,2024-07-31 17:48:44.632624,True
114,232,7,2024-12-14 03:51:53.866222,True
115,260,57,2025-03-28 13:32:55.737489,True
116,282,48,2024-08-23 10:33:35.004256,True
117,229,49,2024-08-29 07:09:07.500371,False
118,152,50,2024-08-07 04:08:30.661879,True
119,239,77,2024-09-06 13:41:35.079769,False
120,113,56,2025-05-23 09:25:46.080810,True
121,249,41,2025-01-26 10:29:43.308516,True
122,13,8,2024-10-11 20:20:37.699521,True
123,215,75,2024-06-16 18:08:41.379597,False
124,297,30,2025-01-20 15:58:26.666537,True
125,173,48,2025-06-01 04:42:21.420998,True
126,16,10,2025-04-11 07:34:24.694075,True
127,120,18,2024-11-26 06:20:26.653323,True
128,100,3,2024-07-31 08:54:55.889578,True
129,35,8,2024-07-14 16:11:10.004058,True
130,173,29,2024-09-30 12:54:48.772764,True
131,230,71,2024-07-21 14:55:31.397403,False
132,144,10,2024-10-07 01:32:11.452552,True
133,300,22,2025-02-03 23:37:58.160584,True
134,168,50,2025-01-22 09:36:22.959739,True
135,19,45,2024-07-01 19:28:26.713142,True
136,172,29,2025-05-31 04:40:18.126516,False
137,280,2,2025-01-20 18:28:24.676361,False
138,241,61,2024-12-13 23:24:18.302113,False
139,45,18,2024-08-05 21:49:22.832893,True
140,98,48,2024-08-14 15:03:12.928233,True
141,267,65,2024-06-26 04:27:04.505130,True
142,273,2,2025-01-15 06:13:57.675903,True
143,32,77,2025-01-18 14:38:14.944845,True
144,118,50,2024-08-06 03:07:26.025464,True
145,266,14,2025-04-21 01:46:35.082028,True
146,236,66,2024-08-18 23:47:59.309527,True
147,229,55,2024-10-09 12:36:25.557635,False
148,172,79,2025-03-05 08:36:26.360552,True
149,35,58,2024-07-03 02:47:49.319736,False
150,96,46,2024-06-04 17:40:25.772145,True
151,92,72,2024-09-05 11:25:02.420201,False
152,162,36,2025-01-10 10:35:33.723249,False
153,205,7,2025-01-04 05:45:35.519993,True
154,180,67,2024-09-12 04:05:07.705386,False
155,61,67,2024-08-12 03:08:07.506227,True
156,182,53,2024-09-05 18:27:57.899803,True
157,70,51,2025-04-04 07:30:36.431337,False
158,114,27,2025-04-09 19:27:56.361371,True
159,243,23,2024-11-29 05:11:50.152478,True
160,125,53,2024-06-12 08:01:13.994891,True
161,125,66,2025-01-17 05:07:34.597424,True
162,93,43,2024-12-22 16:14:37.158918,True
163,200,39,2024-07-27 09:27:44.994171,True
164,50,39,2024-07-14 07:24:40.875515,False
165,49,19,2025-01-06 15:59:46.898637,False
166,94,76,2025-05-27 04:39:39.121439,True
167,107,31,2024-06-25 15:42:00.708541,True
168,138,33,2025-01-13 00:48:21.030937,True
169,284,47,2024-07-19 12:29:00.468900,False
170,268,73,2024-07-14 20:42:29.078055,True
171,251,12,2025-04-06 14:52:11.691569,True
172,92,29,2024-09-07 21:58:39.846418,False
173,193,73,2024-08-02 12:09:37.069076,False
174,140,15,2025-02-09 05:57:50.196135,False
175,159,68,2024-08-19 10:11:11.060127,False
176,35,57,2024-11-24 11:56:23.928406,True
177,159,59,2025-01-19 18:25:53.260027,False
178,5,3,2025-05-02 16:42:32.185785,True
179,271,11,2024-07-27 09:22:10.591975,False
180,279,54,2025-04-10 11:23:32.549729,True
181,250,39,2024-09-03 23:41:04.801190,True
182,281,77,2024-10-22 15:14:32.767963,True
183,205,32,2024-11-19 21:25:03.763077,False
184,9,28,2024-06-14 18:24:01.534406,True
185,143,65,2024-09-07 19:28:46.764228,False
186,251,12,2024-09-02 12:43:44.089854,True
187,19,71,2025-05-24 23:06:20.702743,False
188,5,25,2024-06-19 17:48:01.799879,False
189,79,43,2025-02-15 12:38:03.142378,True
190,40,64,2025-03-09 06:59:33.997521,False
191,215,60,2025-03-24 00:33:24.608659,False
192,76,4,2024-11-12 12:54:41.687145,False
193,138,8,2024-11-29 17:41:17.412664,False
194,53,73,2024-06-14 19:14:28.699485,True
195,76,7,2025-03-22 01:52:03.792827,True
196,130,12,2024-12-02 20:20:26.081557,False
197,55,16,2024-11-19 17:47:26.066987,True
198,14,20,2024-12-19 01:01:20.187497,True
199,135,68,2024-12-28 00:03:12.234927,True
200,31,71,2024-07-20 04:01:48.483963,True
201,201,68,2025-04-27 22:35:47.403041,False
202,281,33,2024-09-25 09:23:35.480777,True
203,196,40,2024-07-14 14:55:07.535104,True
204,88,42,2025-02-04 15:58:32.444353,False
205,78,56,2025-01-25 11:34:14.394485,True
206,282,57,2025-04-02 19:15:30.210300,True
207,70,5,2024-12-15 04:46:38.926089,True
208,66,17,2024-06-11 17:30:33.868477,True
209,237,40,2024-12-06 21:35:57.748672,False
210,285,69,2024-09-08 04:28:42.405674,False
211,9,28,2024-10-22 20:39:41.786189,True
212,248,29,2024-07-10 01:21:50.635345,False
213,105,41,2024-08-31 18:19:45.800478,True
214,81,59,2025-01-19 11:10:44.597252,False
215,137,66,2024-10-08 14:41:19.682605,True
216,297,20,2025-04-09 12:30:16.967396,True
217,115,19,2024-10-11 06:18:51.769412,True
218,162,63,2024-12-01 13:26:12.906317,True
219,117,68,2024-08-05 19:14:01.000834,False
220,278,11,2025-01-16 20:01:50.244100,True
221,267,20,2025-04-12 11:30:23.892316,True
222,110,77,2024-07-31 22:57:29.781394,True
223,181,18,2024-12-06 01:30:41.575355,True
224,43,47,2024-10-09 12:49:27.244223,True
225,280,9,2025-04-23 20:22:55.539042,True
226,32,46,2024-12-16 17:50:19.156620,True
227,43,76,2024-10-18 12:14:08.483278,True
228,217,8,2024-09-29 20:27:42.282147,True
229,140,59,2024-07-28 22:19:49.104882,False
230,255,11,2025-06-01 12:17:42.679226,True
231,187,3,2025-03-21 15:28:27.349900,False
232,295,2,2024-10-08 07:48:13.348385,True
233,183,40,2024-07-31 16:40:44.951221,True
234,237,69,2024-06-11 16:35:42.243404,True
235,171,71,2024-08-14 16:30:32.804207,True
236,43,55,2025-05-06 01:12:34.682791,True
237,293,48,2024-12-13 15:29:27.640712,True
238,166,63,2025-05-16 08:16:58.124336,False
239,266,59,2024-09-23 16:41:10.250692,True
240,133,45,2025-01-10 02:18:00.541961,False
241,34,53,2024-06-09 16:26:07.279370,False
242,282,25,2025-03-26 13:28:23.335360,True
243,80,23,2024-10-03 07:40:47.218824,True
244,253,35,2025-01-14 02:11:36.837688,True
245,137,6,2024-08-17 21:31:58.736531,True
246,109,5,2025-02-03 06:25:09.762627,True
247,216,56,2024-07-02 13:13:46.573555,False
248,9,29,2024-09-29 01:58:43.306297,True
249,83,21,2024-10-11 06:33:14.297685,True
250,43,38,2024-07-24 09:39:56.545734,True
251,292,71,2024-09-08 19:24:10.105893,False
252,174,58,2024-06-16 09:47:46.682112,True
253,38,5,2024-11-23 15:25:01.075542,True
254,157,58,2024-08-18 05:36:43.511234,True
255,191,39,2024-12-20 06:37:28.676972,False
256,127,41,2024-06-22 16:30:44.032096,False
257,99,4,2025-02-05 08:17:55.477327,True
258,158,60,2025-03-18 00:14:07.866017,True
259,141,70,2024-11-24 05:01:18.896140,True
260,271,35,2025-02-08 07:50:42.784395,True
261,277,4,2024-12-20 09:50:06.337302,False
262,231,70,2024-06-08 11:56:12.279161,False
263,178,65,2024-08-13 19:12:52.583537,True
264,29,66,2024-06-09 01:53:56.807565,False
265,238,58,2024-12-03 18:32:44.352344,True
266,35,20,2025-01-05 08:19:30.750384,False
267,104,59,2025-04-12 03:20:12.877790,False
268,282,9,2025-05-01 06:55:14.450411,True
269,32,50,2024-08-22 12:44:33.184530,True
270,32,56,2025-05-13 07:36:18.410977,False
271,266,5,2024-09-03 08:37:23.439696,True
272,18,8,2024-07-03 04:20:09.097316,True
273,37,57,2025-05-13 18:24:40.299391,True
274,267,55,2025-04-20 21:38:06.466145,True
275,57,44,2024-10-07 16:22:43.419180,True
276,44,57,2024-06-15 22:42:51.473374,False
277,95,27,2025-01-14 14:11:49.022950,True
278,219,71,2024-08-03 14:38:20.922907,True
279,60,48,2024-12-31 11:45:48.273050,True
280,144,76,2025-04-23 13:47:35.435060,True
281,262,58,2025-03-26 09:14:52.796159,True
282,140,45,2024-12-03 14:43:28.440096,False
283,270,10,2024-12-25 00:36:00.931369,True
284,243,46,2024-12-07 05:19:39.035722,False
285,188,32,2025-02-06 07:11:51.070650,True
286,257,3,2024-11-20 12:02:39.518566,True
287,290,65,2024-12-25 22:46:40.212830,True
288,262,57,2024-11-02 12:57:59.282293,True
289,205,40,2024-08-25 04:34:30.910648,True
290,123,73,2024-07-06 10:42:39.326126,True
291,236,50,2025-05-26 12:59:11.957380,False
292,140,24,2025-01-21 08:56:39.302833,True
293,298,71,2024-06-26 06:58:52.584531,False
294,130,2,2024-11-06 11:41:30.947909,True
295,264,59,2024-09-12 23:20:43.789196,True
296,243,69,2024-09-21 22:32:57.686640,True
297,21,70,2025-03-23 04:33:03.633802,False
298,270,76,2024-07-27 14:03:49.158383,True
299,41,34,2024-09-24 06:31:37.123343,True
300,151,32,2024-07-10 13:40:53.622633,False
301,110,69,2025-01-26 02:07:06.828234,True
302,34,19,2025-05-10 22:24:24.726762,True
303,141,2,2024-07-31 15:00:51.793410,True
304,150,32,2024-12-26 13:39:06.648462,True
305,265,78,2024-09-05 12:36:33.341238,False
306,212,69,2024-06-17 16:39:05.706460,True
307,285,12,2024-10-13 06:14:26.632649,True
308,195,37,2025-03-28 07:23:20.690244,True
309,224,29,2025-02-09 22:31:06.303622,True
310,170,65,2025-04-18 08:47:24.737470,True
311,245,76,2025-03-18 05:49:28.628630,True
312,273,34,2024-12-31 15:05:06.999176,True
313,77,24,2024-09-03 14:26:06.194003,False
314,281,23,2024-11-05 04:40:00.074759,True
315,135,78,2024-06-18 09:19:42.200132,True
316,197,22,2025-02-22 04:22:46.938854,False
317,91,69,2024-12-18 16:00:58.293441,True
318,149,23,2024-09-30 05:56:03.713216,True
319,267,55,2025-05-08 09:58:20.451580,False
320,181,74,2024-08-25 18:50:04.514656,True
321,206,1,2024-07-21 06:05:07.431224,True
322,68,79,2024-08-26 01:13:22.594209,True
323,133,15,2025-04-21 17:23:21.826782,True
324,59,78,2024-10-18 11:05:18.320885,False
325,253,49,2024-10-28 08:31:59.241164,False
326,44,64,2025-02-14 15:29:27.522732,False
327,16,56,2024-08-29 10:34:53.693103,True
328,240,14,2024-10-31 06:40:29.276175,True
329,230,49,2024-10-25 17:30:46.835241,True
330,174,35,2024-07-18 05:21:15.560719,True
331,180,56,2024-08-21 20:11:23.111074,True
332,148,64,2025-01-05 16:25:39.320611,False
333,250,11,2025-02-12 02:07:54.201136,True
334,33,43,2024-10-14 12:47:03.890201,True
335,223,59,2024-08-22 23:35:25.667948,True
336,246,50,2025-01-20 22:35:45.005662,True
337,246,3,2024-12-02 04:36:12.398256,True
338,42,40,2025-02-01 12:46:48.577545,False
339,218,63,2025-04-01 16:51:10.564654,False
340,248,62,2025-05-12 01:02:42.129634,False
341,94,10,2024-08-20 04:33:37.044650,True
342,179,80,2025-04-26 20:07:57.438221,True
343,172,63,2025-02-23 12:49:55.889865,True
344,227,56,2024-12-13 08:46:02.815963,False
345,118,21,2024-06-11 06:27:29.112518,False
346,184,27,2024-06-20 07:26:31.688611,True
347,50,23,2024-11-08 20:05:25.752843,True
348,84,53,2024-11-29 05:33:59.148418,True
349,121,70,2024-09-05 17:36:57.117122,True
350,193,78,2025-06-02 04:40:29.696642,True
351,122,38,2024-09-24 11:56:03.482865,True
352,66,46,2025-04-29 22:19:26.443037,True
353,211,42,2024-10-01 21:56:34.762057,True
354,29,67,2025-02-12 17:06:25.430908,True
355,127,21,2025-01-20 05:55:09.613790,True
356,104,25,2024-10-05 01:50:48.669538,True
357,191,60,2024-10-16 05:37:18.836707,False
358,39,68,2024-09-30 10:26:03.512436,True
359,182,8,2024-10-08 02:13:33.326583,True
360,281,57,2025-02-11 03:31:08.751384,True
361,207,59,2024-06-03 17:20:22.956388,False
362,95,15,2024-11-14 13:07:47.296848,True
363,194,29,2024-10-13 18:57:02.691824,True
364,54,17,2025-01-22 00:38:04.092089,True
365,270,19,2025-02-07 21:02:52.650812,True
366,282,54,2025-04-04 08:22:53.463453,True
367,125,59,2024-07-13 21:06:56.849864,False
368,199,50,2024-12-28 22:36:06.427627,False
369,67,60,2024-07-12 15:03:30.070127,False
370,297,62,2025-02-13 22:46:51.340916,False
371,114,72,2024-06-09 00:39:39.478633,True
372,67,62,2025-01-13 06:49:08.973870,True
373,1,47,2025-03-25 05:31:20.083882,True
374,4,27,2024-11-21 02:05:16.001893,True
375,282,28,2024-07-02 17:09:48.180485,False
376,44,70,2024-12-28 16:28:49.149915,False
377,18,13,2024-08-24 23:11:50.827552,True
378,16,23,2024-08-19 16:53:47.260757,True
379,264,76,2024-08-29 08:33:09.858720,True
380,132,7,2024-08-02 11:51:57.478624,True
381,205,5,2024-12-17 03:10:28.447540,True
382,125,55,2025-05-13 12:25:02.286951,True
383,263,70,2025-01-16 21:42:21.426872,True
384,142,10,2024-06-08 09:52:34.186894,False
385,271,7,2025-04-15 09:34:46.186590,False
386,208,50,2024-07-26 12:43:42.656250,True
387,123,10,2025-03-16 09:46:22.911535,False
388,234,54,2024-06-16 09:52:46.314934,True
389,179,27,2024-10-20 06:31:07.494249,False
390,75,43,2024-12-16 13:28:12.368954,False
391,179,31,2025-01-24 04:25:02.745466,True
392,247,53,2024-11-13 22:28:39.785336,True
393,78,43,2025-01-19 03:25:26.176197,True
394,232,65,2024-12-06 04:22:18.075397,True
395,172,14,2024-12-30 12:38:41.217888,True
396,276,2,2025-05-19 02:21:53.104844,True
397,67,23,2024-12-21 15:19:54.544514,True
398,179,25,2024-11-21 09:09:34.133862,True
399,78,74,2025-01-20 08:47:19.898100,True
400,40,2,2025-04-04 11:39:41.175041,False
