price_id,livestock_mkt,record_date,product_type,grade,part,price_per_kg,supply_volume,demand_level,season,disease_outbreak,currency_rate,predicted_price,accuracy_score
259,3,2025-02-11,돼지고기,3등급,목살,26123,3532,낮음,겨울,True,1169.56,33569,0.942
233,47,2024-12-04,닭고기,2등급,목살,15537,3194,낮음,여름,False,1224.79,27524,0.734
116,47,2024-11-26,소고기,등외급,갈비,11199,1460,보통,봄,False,1234.65,13375,0.946
121,47,2025-01-12,양고기,특등급,앞다리,25852,4130,낮음,겨울,False,1127.92,17450,0.861
489,30,2023-06-29,오리고기,3등급,목살,8157,1227,낮음,겨울,True,1215.21,30699,0.862
377,15,2025-05-03,닭고기,등외급,갈비,10759,3532,높음,여름,False,1303.79,8781,0.889
385,12,2024-03-04,소고기,등외급,삼겹살,34864,1230,보통,봄,False,1359.82,11093,0.809
225,16,2024-06-14,양고기,1등급,갈비,17421,355,낮음,여름,False,1233.73,13727,0.912
568,20,2024-12-25,닭고기,1등급,뒷다리,19795,3446,높음,여름,False,1334.9,18751,0.722
457,28,2025-02-04,소고기,1등급,등심,8060,3981,높음,가을,False,1102.79,28931,0.913
348,24,2023-12-31,양고기,등외급,뒷다리,11111,4934,보통,가을,False,1325.4,30514,0.816
128,39,2024-03-12,돼지고기,2등급,등심,9208,4707,높음,가을,False,1370.34,10134,0.811
591,5,2023-10-02,닭고기,2등급,안심,33367,3150,높음,여름,False,1316.83,27680,0.802
286,32,2024-05-16,닭고기,특등급,앞다리,24383,1981,낮음,가을,False,1204.38,25234,0.837
554,31,2023-06-24,소고기,1등급,안심,20660,1267,낮음,봄,False,1117.37,27332,0.868
44,26,2024-01-17,소고기,3등급,목살,8644,2482,높음,가을,False,1249.96,8922,0.7
108,9,2024-07-16,소고기,1등급,뒷다리,22197,689,낮음,겨울,False,1195.0,23936,0.813
565,14,2023-12-31,양고기,2등급,안심,22641,3239,높음,가을,False,1149.15,14433,0.746
445,36,2023-10-07,양고기,3등급,앞다리,33034,3325,높음,봄,False,1149.66,30678,0.747
134,47,2024-04-18,양고기,등외급,앞다리,21795,2555,낮음,여름,False,1141.65,16832,0.815
496,32,2024-02-27,양고기,등외급,뒷다리,32618,2551,낮음,봄,True,1280.0,31907,0.702
45,6,2024-07-23,양고기,3등급,갈비,24396,3066,낮음,가을,False,1230.17,29470,0.864
170,30,2023-11-10,돼지고기,등외급,삼겹살,26081,308,높음,겨울,False,1212.82,25680,0.78
66,49,2025-03-26,양고기,1등급,삼겹살,15475,2776,낮음,봄,False,1325.68,30386,0.719
284,5,2025-02-24,소고기,2등급,삼겹살,18046,4251,보통,가을,False,1283.39,8190,0.823
86,1,2024-05-28,닭고기,1등급,안심,9620,1434,낮음,가을,False,1330.7,27845,0.834
243,34,2024-02-29,오리고기,등외급,삼겹살,27103,1406,보통,여름,True,1231.45,31758,0.897
187,4,2024-05-30,양고기,3등급,목살,16379,407,낮음,봄,False,1222.74,18972,0.755
327,30,2024-01-01,돼지고기,등외급,갈비,26830,1080,높음,봄,False,1328.32,9708,0.807
160,1,2025-04-02,양고기,3등급,등심,12937,4748,보통,봄,False,1384.18,21859,0.899
13,18,2023-06-22,양고기,특등급,삼겹살,12988,2556,낮음,봄,False,1182.42,33380,0.925
36,45,2023-11-13,돼지고기,1등급,뒷다리,18992,4672,높음,봄,False,1357.47,15562,0.761
29,28,2024-04-19,돼지고기,3등급,앞다리,25861,216,낮음,겨울,False,1221.81,24619,0.816
171,20,2024-10-23,닭고기,3등급,안심,29579,4030,높음,겨울,False,1344.95,22827,0.755
143,4,2025-04-22,닭고기,특등급,갈비,28228,898,높음,가을,False,1173.98,13534,0.747
237,24,2025-02-13,닭고기,2등급,안심,8665,2707,높음,겨울,False,1142.5,11035,0.94
464,42,2024-09-03,돼지고기,등외급,삼겹살,25345,3799,보통,여름,False,1214.92,23306,0.814
497,28,2023-08-16,양고기,1등급,뒷다리,20700,530,높음,봄,False,1282.28,14342,0.928
222,15,2024-12-12,돼지고기,2등급,등심,22063,1520,보통,가을,False,1255.64,18525,0.847
545,32,2023-07-11,양고기,2등급,안심,8805,2535,보통,겨울,False,1260.92,25099,0.709
96,43,2023-11-07,오리고기,3등급,앞다리,13774,1025,보통,여름,False,1229.55,26882,0.71
52,40,2023-10-07,양고기,3등급,등심,12452,1369,높음,여름,False,1163.43,22484,0.715
241,12,2024-08-12,돼지고기,특등급,안심,23738,3002,높음,봄,False,1244.88,33877,0.873
508,36,2024-12-31,돼지고기,특등급,갈비,30948,3294,높음,봄,False,1369.37,28171,0.787
352,1,2024-08-20,소고기,특등급,뒷다리,34951,2340,보통,여름,False,1204.57,16530,0.888
517,32,2023-09-14,오리고기,2등급,안심,28248,2515,보통,여름,False,1380.18,34705,0.911
179,26,2025-02-17,오리고기,3등급,등심,30201,4085,보통,여름,False,1385.9,22897,0.943
461,16,2024-11-23,양고기,3등급,안심,8976,4340,높음,겨울,False,1226.69,20409,0.908
527,8,2023-10-08,양고기,등외급,뒷다리,31518,3232,보통,겨울,False,1120.26,10890,0.765
42,43,2023-08-03,닭고기,등외급,등심,12991,1833,높음,봄,False,1102.84,14819,0.919
555,18,2024-04-24,소고기,3등급,앞다리,9686,3343,보통,봄,False,1125.86,25745,0.827
523,12,2024-05-22,닭고기,특등급,목살,10705,3573,보통,봄,False,1328.82,13744,0.716
207,13,2024-08-09,닭고기,3등급,갈비,12769,1269,보통,여름,False,1125.49,29809,0.777
393,3,2023-07-26,소고기,3등급,뒷다리,18093,4968,낮음,겨울,False,1180.62,13661,0.797
283,29,2025-01-29,소고기,1등급,뒷다리,30010,4315,높음,봄,False,1279.09,33752,0.921
359,40,2023-09-29,오리고기,특등급,갈비,18843,2886,높음,겨울,False,1276.38,9467,0.838
398,12,2024-10-07,양고기,특등급,안심,28092,3653,보통,겨울,False,1127.93,15458,0.918
255,12,2024-03-19,돼지고기,2등급,목살,28181,811,낮음,봄,False,1152.34,8850,0.941
218,38,2024-02-26,소고기,특등급,등심,23843,161,낮음,가을,False,1229.14,13946,0.93
5,38,2025-01-23,닭고기,특등급,앞다리,21657,1820,낮음,가을,False,1300.03,11789,0.805
257,46,2023-07-23,오리고기,특등급,안심,8776,4856,보통,봄,False,1267.95,8475,0.851
564,29,2025-01-15,돼지고기,1등급,뒷다리,21128,3956,보통,가을,False,1310.45,12070,0.891
534,7,2024-03-11,돼지고기,특등급,등심,18730,4368,낮음,여름,False,1250.31,34672,0.901
431,16,2025-01-10,오리고기,2등급,삼겹살,19279,640,높음,여름,True,1232.39,22339,0.904
101,4,2024-03-08,소고기,2등급,뒷다리,22978,2714,보통,여름,False,1339.42,15713,0.789
227,5,2024-03-13,양고기,3등급,삼겹살,9102,3472,낮음,여름,False,1331.7,24408,0.94
449,15,2024-07-17,소고기,1등급,갈비,8935,3235,낮음,여름,False,1170.24,22364,0.89
548,3,2024-12-08,돼지고기,등외급,앞다리,32721,397,보통,겨울,False,1350.36,25702,0.747
572,1,2024-05-12,돼지고기,특등급,앞다리,25566,571,낮음,가을,False,1334.34,32558,0.897
214,5,2024-08-09,양고기,2등급,뒷다리,14403,1788,낮음,가을,False,1303.24,8127,0.929
360,25,2024-12-24,양고기,2등급,뒷다리,16162,2777,낮음,봄,False,1205.19,10256,0.91
172,2,2025-03-21,닭고기,1등급,안심,17014,2407,낮음,가을,False,1217.88,19453,0.924
99,15,2024-01-19,돼지고기,특등급,삼겹살,25538,380,높음,여름,False,1125.71,26719,0.723
293,22,2025-03-06,닭고기,특등급,안심,33560,3069,높음,겨울,False,1125.43,34533,0.718
216,18,2024-02-17,양고기,2등급,갈비,23772,2557,낮음,겨울,False,1325.8,25087,0.733
62,34,2024-09-09,소고기,등외급,뒷다리,13933,1593,보통,겨울,False,1378.63,20004,0.721
407,3,2024-05-23,소고기,3등급,갈비,13341,1315,낮음,봄,False,1319.82,25718,0.935
48,7,2023-11-26,닭고기,2등급,안심,14868,297,보통,봄,False,1357.39,22644,0.726
33,45,2025-04-07,오리고기,1등급,앞다리,28361,4964,낮음,여름,False,1305.21,13234,0.749
