detail_id,project_id,description,start_date,end_date,category,reward_info,risk_info,delivery_date,thumbnail_url
49,49,"Recusandae vitae totam. Minima accusamus pariatur cupiditate maiores sint necessitatibus. Repellat porro perspiciatis.
Est repellendus nulla amet sunt corrupti. Maiores id ut numquam itaque aliquam neque.
Sunt repellat quibusdam animi nihil vitae voluptatem est. Neque facilis adipisci nobis. Vitae amet quod sint explicabo deserunt provident. Harum atque reiciendis assumenda libero.
Accusantium molestias nesciunt corrupti. Eius totam delectus hic.",2025-04-02,2025-06-02,게임,"Distinctio iusto earum neque excepturi eum. Nam aperiam recusandae quis deleniti.
In neque omnis nemo. Officia quis tempore a asperiores earum nemo.","Aliquam harum possimus facilis sunt at. Similique est recusandae totam nisi omnis iure.
Tempora recusandae ullam quis. Nihil cupiditate asperiores dolore laborum itaque aspernatur.",2026-03-16,https://img.example.com/thumb_49.jpg
25,25,"Libero beatae deserunt doloremque delectus velit iure.
Aspernatur consectetur fugit esse eos adipisci. Quisquam nobis sed fugiat perferendis. Rem magnam ut illum soluta.
Alias labore autem incidunt nesciunt nemo. Occaecati deserunt voluptates in officiis ea possimus consequuntur.
Ab in harum id enim. Numquam possimus voluptates ratione dolore. Eveniet impedit ut deleniti sapiente.",2025-03-31,2025-07-24,푸드,Ratione dolorum nam. Dolorum minima hic quos repellat at cupiditate. Veritatis modi soluta odit possimus eos.,"Voluptas architecto unde corporis. Assumenda cum delectus voluptas omnis excepturi. Possimus cumque sint atque.
Non nihil eos enim. Magnam quia facere quaerat distinctio possimus fugit.",2025-12-08,https://img.example.com/thumb_25.jpg
44,44,"Dolor repellendus sed eius at. Ipsam dignissimos doloremque quibusdam ad.
Itaque reiciendis soluta assumenda aperiam. Minus ratione sint in sapiente. Nulla facere quod corporis maiores eius.
Tempora quaerat sunt sapiente at. Cum odio illum deleniti rerum eveniet libero. Incidunt nam hic minus aperiam in.
Voluptatibus adipisci consectetur hic. Beatae a possimus quisquam iure.
Quaerat eligendi illum ea error.
Laboriosam fugit similique veniam. Maiores illum tempora incidunt eum libero unde.",2025-04-06,2025-08-04,게임,Nesciunt enim sed. Veritatis adipisci officia cupiditate nobis dicta necessitatibus molestiae.,"Natus doloremque fugit. Tempore molestias ab consequatur facere dicta.
Consectetur neque facere perferendis tempore enim. Velit voluptas qui quia. Aliquid repudiandae nihil quaerat earum ex dicta.",2026-01-29,https://img.example.com/thumb_44.jpg
78,78,"Cum sint culpa magnam facere nisi veniam ipsum. Quidem architecto autem quas. Facere rem odio perspiciatis.
Nulla earum asperiores omnis. Impedit error assumenda accusamus repellat et.
Inventore repellat quas corporis earum recusandae illo. Asperiores aspernatur ea aut ipsum. Ullam occaecati quisquam odit debitis odio possimus.
Dolores aliquid voluptatibus. Eius aperiam cupiditate architecto dolores beatae. Nesciunt et sed molestiae mollitia nostrum.",2025-04-29,2025-06-04,푸드,"Necessitatibus laudantium nihil nihil.
Perferendis aperiam dolorum repellendus natus accusamus accusantium. Veritatis cum doloribus quia delectus nulla qui. Occaecati delectus atque harum aut.","Reiciendis quas quod.
Harum tenetur nulla eum explicabo excepturi. Magnam sapiente quae suscipit ad esse.",2026-05-24,https://img.example.com/thumb_78.jpg
58,58,"Minima similique officia dicta. Eaque voluptatem nulla ducimus fugit eveniet quidem.
Illo qui alias quia ut porro eum inventore. Alias quis sit fugiat iste temporibus nulla. Consequuntur nobis a nemo nulla vel.
Cum nisi rerum odit saepe. Delectus odio iusto odio odio quasi rerum ad.
Molestias dolore officiis error. Eaque nobis minima explicabo.",2025-03-08,2025-07-01,기타,"Ipsam dignissimos a ea aliquid adipisci. Cum vero laudantium veritatis.
Corporis nisi aut a necessitatibus perferendis quas. Illum natus dolor perspiciatis consequuntur fuga nisi.","Eligendi id quis natus dolorum eius numquam. Officia eius cumque odio repellat. Provident laborum nulla quibusdam nam.
Hic illum ut nemo mollitia sit modi. Quis quisquam aliquam dicta quos.",2026-05-28,https://img.example.com/thumb_58.jpg
12,12,"Consequuntur ducimus explicabo maiores aperiam. Reprehenderit nihil itaque ipsa veniam eveniet.
Et repudiandae harum nemo molestias reprehenderit animi. Velit error dolores magni nesciunt nulla consequatur. Asperiores totam possimus incidunt deleniti voluptate exercitationem.
Neque voluptatibus ullam. In distinctio voluptatem aut voluptatibus inventore magni perferendis.
Cumque ducimus cupiditate harum eius in consectetur.",2025-05-02,2025-07-31,패션,Provident est sequi. Amet ipsa in voluptatem repudiandae. Quam maiores fugiat distinctio distinctio consequuntur voluptate fugiat.,Voluptate impedit provident fugit. Dignissimos cupiditate quae quos. Exercitationem unde quae numquam nihil illum. Numquam pariatur laboriosam delectus ipsam quaerat consequatur doloribus.,2025-12-08,https://img.example.com/thumb_12.jpg
33,33,"Enim commodi accusantium magnam nulla odit. Officiis nihil ullam nostrum pariatur magni.
Cum blanditiis soluta deserunt magnam eaque ducimus harum. Dolor officia aperiam pariatur nesciunt repudiandae quis ipsa.
Excepturi ratione dicta vel asperiores. Harum tenetur cumque.
Eum quibusdam libero provident. Vel modi ad odit doloremque rem.
Impedit ea at quos hic. Nesciunt nam dolore qui aliquam. Provident dolor recusandae dicta facilis voluptates libero quia.",2025-03-31,2025-06-24,게임,"Velit tempora a porro tempore corrupti voluptatibus. Aspernatur ducimus quis aliquam facilis. Consectetur rem repudiandae quisquam.
Corporis non ipsa.",Inventore commodi repudiandae cupiditate quas officia. Consequuntur recusandae doloremque eum nesciunt aperiam.,2026-01-10,https://img.example.com/thumb_33.jpg
76,76,"Officiis officia sint voluptates quos inventore exercitationem aspernatur. Quo dolore illo magni provident iure dignissimos. Nihil esse explicabo perspiciatis quidem architecto.
Quas voluptatum ab aspernatur. Possimus repellendus unde. Occaecati commodi corporis quis iste perspiciatis illum. Soluta aliquid beatae.
Cumque illo vitae ut ut. Debitis veritatis aut numquam dolorum dolore.",2025-03-04,2025-08-20,기타,Illo odit consectetur qui animi iure. Excepturi earum dolore tempore nam. Modi ex et aliquid non odio deleniti.,"Accusantium maiores ex ea suscipit similique aut. Nisi sequi veritatis porro fugit cupiditate ex id.
Voluptas impedit laborum.
Temporibus exercitationem quis voluptatum.",2025-11-27,https://img.example.com/thumb_76.jpg
60,60,"Nostrum commodi saepe autem eveniet dolore ea. Perferendis eveniet aspernatur laborum porro sunt ipsam.
Quae quidem numquam laudantium esse libero at sequi. Dicta reiciendis porro in vel quasi. Voluptate porro perspiciatis tempore.
Praesentium explicabo voluptatibus assumenda sint harum sunt. Reiciendis tenetur nihil ipsum corporis. Minus quis officia dignissimos laborum recusandae.",2025-04-10,2025-06-12,예술,Minus voluptatem vel quia dignissimos. Blanditiis nisi rerum officiis. Dolores adipisci esse.,"Possimus illum totam beatae. Suscipit libero iusto. Quia excepturi esse amet.
Quod ipsa eveniet. In facere labore sunt expedita ipsum amet. Cum odit nihil aut consectetur illum minima.",2026-04-05,https://img.example.com/thumb_60.jpg
64,64,"Enim possimus placeat voluptatibus quos consequatur eos. Dolor quasi sequi debitis. Enim aliquid quae libero.
Sit voluptates nulla corrupti.
Nulla expedita quasi nisi culpa quod fugit. Soluta molestiae nostrum aperiam.
Possimus minus quo sint ut. Distinctio quas dolore dolorem ut commodi culpa incidunt.
Asperiores voluptate ipsum minima hic necessitatibus ipsam. Rem recusandae expedita ducimus commodi natus.
Illo vel ipsam ea totam repudiandae.",2025-04-07,2025-08-11,예술,"Unde eius eius voluptate maxime. Dolorum nam inventore corrupti ipsa eligendi incidunt. Et perspiciatis ipsam animi vero.
Et quis pariatur natus repudiandae fugit. Dicta vel vitae architecto aliquam.",Dolorum voluptate quos adipisci ea. Illum assumenda ab debitis porro praesentium.,2025-08-30,https://img.example.com/thumb_64.jpg
