transaction_id,user_id,stock_code,stock_name,transaction_type,quantity,price,transaction_date
96,21,000660,SK하이닉스,매수,57,337253,2025-05-16 22:14:33.081100
16,41,207940,삼성바이오로직스,매도,10,96812,2025-01-19 19:21:32.390102
31,42,207940,NAVER,매도,43,159372,2025-05-01 01:23:25.372254
159,31,207940,삼성전자,매도,30,470120,2025-05-06 13:48:54.172723
129,25,005380,삼성바이오로직스,매도,30,370249,2025-03-08 16:19:51.396156
116,38,035420,현대차,매수,43,273616,2024-12-30 18:13:50.059323
70,23,005380,NAVER,매수,50,258796,2025-04-13 17:17:49.619857
171,1,035420,삼성전자,매수,15,104855,2025-01-04 13:15:39.194072
175,41,005930,삼성전자,매도,99,453070,2024-12-14 22:27:14.072142
46,6,207940,NAVER,매수,58,144214,2025-03-27 15:42:08.498358
67,46,035420,삼성전자,매수,71,450593,2025-01-01 08:36:11.431666
183,37,000660,삼성전자,매도,75,120230,2025-04-19 18:45:02.620213
166,20,005380,NAVER,매도,21,261978,2025-04-30 16:33:50.917037
79,3,035420,SK하이닉스,매수,26,478338,2025-03-01 18:40:56.430633
187,6,207940,현대차,매도,90,215710,2025-04-30 23:55:38.285760
178,15,207940,SK하이닉스,매도,61,149683,2025-03-09 00:49:09.605125
57,47,000660,SK하이닉스,매도,68,165037,2025-01-29 21:48:37.015560
153,12,035420,삼성전자,매도,15,300165,2025-01-18 11:19:15.205749
83,14,005380,삼성바이오로직스,매수,8,172837,2025-03-02 10:22:36.654688
69,33,000660,NAVER,매도,66,401712,2024-12-14 09:04:43.367182
125,39,005380,현대차,매수,13,134332,2025-05-08 09:37:01.390162
17,19,207940,NAVER,매수,42,336041,2025-05-25 06:07:29.539263
149,23,005930,SK하이닉스,매수,14,290093,2025-04-11 07:28:54.278494
94,24,035420,현대차,매수,33,480674,2025-01-24 07:01:00.205240
66,27,005380,삼성전자,매도,57,111867,2025-01-08 10:05:38.978890
61,38,207940,SK하이닉스,매수,73,330782,2024-12-08 08:56:09.301521
85,12,035420,SK하이닉스,매도,81,71411,2025-05-17 14:29:25.179892
68,31,005380,현대차,매수,7,265204,2025-02-07 21:40:11.619760
126,25,035420,현대차,매수,94,336198,2025-03-26 13:02:16.891391
133,30,035420,현대차,매도,64,335475,2025-06-01 11:39:01.306283
10,2,000660,현대차,매도,20,353301,2025-05-14 22:38:22.527454
19,30,035420,현대차,매수,86,124430,2025-04-07 02:44:12.095245
56,17,035420,SK하이닉스,매도,83,333411,2025-02-21 14:55:08.919224
76,3,207940,NAVER,매수,45,433028,2025-05-07 02:49:35.972015
151,13,000660,NAVER,매수,96,63612,2024-12-13 00:26:24.914044
105,4,005930,SK하이닉스,매도,7,36255,2025-01-26 10:08:39.592130
136,39,035420,SK하이닉스,매도,22,18588,2025-04-25 03:18:39.916713
138,37,005380,NAVER,매수,94,203024,2025-01-20 12:12:55.248723
165,46,035420,SK하이닉스,매수,70,319805,2025-05-28 18:53:14.824512
77,4,035420,NAVER,매수,78,62015,2024-12-29 07:37:20.451319
80,8,005380,삼성바이오로직스,매도,92,490951,2025-01-31 16:40:41.116784
198,28,035420,현대차,매수,14,189022,2024-12-21 01:44:25.160026
39,30,005930,NAVER,매도,84,298885,2025-03-23 14:52:08.738023
25,23,035420,현대차,매수,58,337311,2025-01-19 01:10:47.623063
123,23,005380,삼성바이오로직스,매도,5,364304,2025-03-29 16:28:55.906607
196,44,207940,NAVER,매수,23,212392,2025-01-26 08:30:30.691838
30,41,035420,삼성바이오로직스,매도,41,43263,2025-05-13 23:45:18.695100
20,45,005930,삼성바이오로직스,매도,90,105733,2025-01-25 07:57:16.126724
144,38,035420,NAVER,매도,24,56622,2025-03-04 22:14:40.860598
87,14,000660,삼성전자,매도,10,415632,2024-12-31 22:37:51.882114
115,2,000660,NAVER,매수,93,368087,2025-05-19 11:13:29.720218
174,5,000660,NAVER,매도,34,374637,2025-05-07 21:03:12.532608
6,21,005930,삼성바이오로직스,매수,78,254627,2024-12-14 21:19:58.793726
127,44,000660,SK하이닉스,매수,80,197263,2025-05-27 09:02:51.921504
118,50,005930,현대차,매도,83,139815,2024-12-31 16:46:00.184045
74,30,005930,현대차,매수,74,423879,2025-04-07 13:27:17.676163
141,34,005380,삼성전자,매수,50,57652,2025-04-19 22:40:42.943088
99,21,000660,SK하이닉스,매도,7,476692,2025-02-26 08:29:25.591895
173,23,005380,NAVER,매수,100,90892,2025-04-02 12:03:11.154586
97,23,005930,현대차,매도,96,332516,2025-01-18 15:18:11.133834
170,33,035420,삼성바이오로직스,매도,33,454312,2025-03-25 08:14:12.177085
98,4,207940,삼성바이오로직스,매도,32,27365,2025-03-07 12:03:47.455860
32,49,000660,삼성바이오로직스,매도,23,390618,2025-02-25 14:23:18.419309
13,8,005380,현대차,매수,95,198317,2024-12-14 14:04:56.611255
36,1,035420,삼성바이오로직스,매도,93,443837,2025-03-16 20:57:56.481527
120,50,005380,삼성바이오로직스,매도,42,416767,2025-03-24 12:29:29.711305
43,16,005380,SK하이닉스,매도,18,268240,2025-05-12 19:54:24.154068
190,21,035420,SK하이닉스,매수,74,53380,2025-02-11 21:34:36.808336
91,28,005930,현대차,매수,53,492641,2025-04-20 15:37:19.427268
137,38,005380,삼성전자,매수,41,218690,2024-12-08 19:39:41.899269
52,13,000660,삼성전자,매수,73,96057,2025-05-23 19:12:56.415824
128,48,005930,SK하이닉스,매도,56,45143,2025-02-06 23:18:25.288792
163,16,035420,현대차,매도,70,351146,2025-01-14 08:18:27.563768
42,47,207940,삼성바이오로직스,매수,75,131902,2025-04-17 05:09:05.402716
119,32,005930,삼성바이오로직스,매수,49,482984,2025-03-23 05:54:15.818112
114,26,000660,NAVER,매도,34,475497,2025-03-26 21:11:02.071970
27,38,005930,삼성전자,매도,64,419415,2025-03-13 10:38:30.458240
140,1,005930,NAVER,매도,56,220533,2025-02-03 00:29:54.186609
101,8,000660,현대차,매도,87,164615,2025-03-13 14:14:44.388927
112,30,000660,NAVER,매수,51,194168,2025-05-21 13:27:56.887480
3,14,005930,현대차,매도,70,341670,2024-12-17 07:41:10.768967
78,38,035420,SK하이닉스,매도,76,24028,2025-02-18 14:06:25.853420
47,41,035420,현대차,매도,18,303787,2024-12-25 17:04:25.447664
188,36,000660,삼성전자,매수,47,354110,2024-12-10 01:14:50.223190
192,42,005380,삼성전자,매수,100,429777,2025-01-15 15:16:26.677136
86,8,005380,삼성바이오로직스,매수,51,495122,2025-05-09 23:08:27.007132
162,14,000660,SK하이닉스,매도,63,440920,2025-05-04 15:12:03.034295
37,41,000660,삼성전자,매도,41,35718,2025-05-06 23:35:47.979168
191,31,005380,삼성바이오로직스,매도,46,476740,2024-12-29 10:35:51.052778
62,35,207940,SK하이닉스,매도,2,260464,2025-05-15 20:56:35.959927
23,38,005380,삼성바이오로직스,매수,44,453861,2025-05-20 06:17:15.030755
142,4,207940,SK하이닉스,매수,99,161014,2025-02-08 18:33:16.355208
102,42,035420,삼성전자,매수,45,405880,2025-05-27 13:31:40.695655
34,50,035420,NAVER,매도,40,62118,2025-05-22 18:14:41.485515
12,16,035420,삼성전자,매수,88,407842,2025-05-19 08:47:11.247634
195,36,005380,SK하이닉스,매도,29,216667,2025-02-07 09:27:44.408858
160,16,005930,SK하이닉스,매도,91,32910,2025-03-28 10:14:57.530842
7,30,005930,SK하이닉스,매수,55,406171,2025-05-15 01:50:48.008857
28,5,005380,현대차,매수,19,276650,2024-12-21 04:22:48.338627
121,37,035420,SK하이닉스,매도,65,272945,2025-05-10 03:46:48.953597
5,1,005930,삼성전자,매수,52,14037,2024-12-05 09:41:38.417798
33,12,005930,SK하이닉스,매도,61,442014,2025-03-23 15:49:23.883221
143,38,005930,삼성바이오로직스,매수,75,377393,2024-12-29 18:19:27.165569
146,31,000660,현대차,매도,44,442635,2025-01-30 00:51:53.941525
110,50,035420,SK하이닉스,매도,82,490664,2025-01-24 05:46:48.571858
